timestamp,app_name,duration_s,voltage_v,diurnal_factor
2024-02-01 00:00:00,System_Idle,300.0,4.0844,0.6
2024-02-01 00:05:00,System_Idle,300.0,4.1019,0.6
2024-02-01 00:10:00,System_Idle,300.0,4.0944,0.6
2024-02-01 00:15:00,System_Idle,300.0,4.0992,0.6
2024-02-01 00:20:00,System_Idle,300.0,4.0885,0.6
2024-02-01 00:25:00,System_Idle,300.0,4.098,0.6
2024-02-01 00:30:00,System_Idle,300.0,4.0953,0.6
2024-02-01 00:35:00,System_Idle,300.0,4.0851,0.6
2024-02-01 00:40:00,System_Idle,300.0,4.075,0.6
2024-02-01 00:45:00,System_Idle,300.0,4.0982,0.6
2024-02-01 00:50:00,System_Idle,300.0,4.0824,0.6
2024-02-01 00:55:00,System_Idle,300.0,4.0854,0.6
2024-02-01 01:00:00,System_Idle,300.0,4.0706,0.4440011434988572
2024-02-01 01:05:00,System_Idle,300.0,4.0857,0.4440011434988572
2024-02-01 01:10:00,System_Idle,300.0,4.0862,0.4440011434988572
2024-02-01 01:15:00,System_Idle,300.0,4.0865,0.4440011434988572
2024-02-01 01:20:00,System_Idle,300.0,4.0708,0.4440011434988572
2024-02-01 01:25:00,System_Idle,300.0,4.0794,0.4440011434988572
2024-02-01 01:30:00,System_Idle,300.0,4.0722,0.4440011434988572
2024-02-01 01:35:00,System_Idle,300.0,4.0842,0.4440011434988572
2024-02-01 01:40:00,System_Idle,300.0,4.0793,0.4440011434988572
2024-02-01 01:45:00,System_Idle,300.0,4.0583,0.4440011434988572
2024-02-01 01:50:00,System_Idle,300.0,4.0739,0.4440011434988572
2024-02-01 01:55:00,System_Idle,300.0,4.0809,0.4440011434988572
2024-02-01 02:00:00,System_Idle,300.0,4.0754,0.3330865704891007
2024-02-01 02:05:00,System_Idle,300.0,4.0574,0.3330865704891007
2024-02-01 02:10:00,System_Idle,300.0,4.0638,0.3330865704891007
2024-02-01 02:15:00,System_Idle,300.0,4.091,0.3330865704891007
2024-02-01 02:20:00,System_Idle,300.0,4.0601,0.3330865704891007
2024-02-01 02:25:00,System_Idle,300.0,4.0679,0.3330865704891007
2024-02-01 02:30:00,System_Idle,300.0,4.0731,0.3330865704891007
2024-02-01 02:35:00,System_Idle,300.0,4.0435,0.3330865704891007
2024-02-01 02:40:00,System_Idle,300.0,4.0595,0.3330865704891007
2024-02-01 02:45:00,System_Idle,300.0,4.0527,0.3330865704891007
2024-02-01 02:50:00,System_Idle,300.0,4.0411,0.3330865704891007
2024-02-01 02:55:00,System_Idle,300.0,4.0712,0.3330865704891007
2024-02-01 03:00:00,System_Idle,300.0,4.0689,0.27150757595082503
2024-02-01 03:05:00,System_Idle,300.0,4.0431,0.27150757595082503
2024-02-01 03:10:00,System_Idle,300.0,4.0652,0.27150757595082503
2024-02-01 03:15:00,System_Idle,300.0,4.054,0.27150757595082503
2024-02-01 03:20:00,System_Idle,300.0,4.0569,0.27150757595082503
